name,core_count,core_clock,boost_clock,tdp,graphics,smt,brand,series,model,cpu_mark,thread_mark,socket
Intel Celeron 450,1,2.2,,35,,FALSE,Intel,Celeron,450,433,763,LGA 775
Intel Celeron E1200,2,1.6,,65,,FALSE,Intel,Celeron,E1200,516,580,LGA 775
Intel Celeron E1400,2,2,,65,,FALSE,Intel,Celeron,E1400,735,758,LGA 775
Intel Celeron E1500,2,2.2,,65,,FALSE,Intel,Celeron,E1500,626,764,LGA 775
Intel Celeron E1600,2,2.4,,65,,FALSE,Intel,Celeron,E1600,840,916,LGA 775
Intel Celeron E3200,2,2.4,,65,,FALSE,Intel,Celeron,E3200,900,981,LGA 775
Intel Celeron E3300,2,2.5,,65,,FALSE,Intel,Celeron,E3300,809,918,LGA 775
Intel Celeron E3400,2,2.6,,65,,FALSE,Intel,Celeron,E3400,872,1010,LGA 775
Intel Celeron E3500,2,2.7,,65,,FALSE,Intel,Celeron,E3500,935,1154,LGA 775
Intel Celeron G1610,2,2.6,,55,Intel HD Graphics,FALSE,Intel,Celeron,G1610,1532,1382,LGA 1155
Intel Celeron G1620,2,2.7,,55,Intel HD Graphics,FALSE,Intel,Celeron,G1620,1571,1454,LGA 1155
Intel Celeron G1630,2,2.8,,55,Intel HD Graphics,FALSE,Intel,Celeron,G1630,1707,1553,LGA 1155
Intel Celeron G1820,2,2.7,,53,Intel HD Graphics,FALSE,Intel,Celeron,G1820,1720,1538,LGA 1150
Intel Celeron G1830,2,2.8,,53,Intel HD Graphics,FALSE,Intel,Celeron,G1830,1560,1513,LGA 1150
Intel Celeron G1840,2,2.8,,53,Intel HD Graphics,FALSE,Intel,Celeron,G1840,1781,1582,LGA 1150
Intel Celeron G1850,2,2.9,,54,Intel HD Graphics,FALSE,Intel,Celeron,G1850,1909,1583,LGA 1150
Intel Celeron G3900,2,2.8,,51,Intel HD Graphics 510,FALSE,Intel,Celeron,G3900,2149,1687,LGA 1151
Intel Celeron G3920,2,2.6,,51,Intel HD Graphics 510,FALSE,Intel,Celeron,G3920,2358,1781,LGA 1151
Intel Celeron G3930,2,2.9,,51,Intel HD Graphics 610,FALSE,Intel,Celeron,G3930,2253,1778,LGA 1151
Intel Celeron G3930T,2,2.7,,35,Intel HD Graphics 610,FALSE,Intel,Celeron,G3930T,2023,1655,LGA 1151
Intel Celeron G3950,2,3,,51,Intel HD Graphics 610,FALSE,Intel,Celeron,G3950,2322,1851,LGA 1151
Intel Celeron G440,1,1.6,,35,Intel HD Graphics,FALSE,Intel,Celeron,G440,420,747,LGA 1155
Intel Celeron G465,2,1.9,,35,Intel HD Graphics,FALSE,Intel,Celeron,G465,547,819,LGA 1155
Intel Celeron G470,1,2,,35,Intel HD Graphics,TRUE,Intel,Celeron,G470,570,837,LGA 1155
Intel Celeron G4900,2,3.1,,54,Intel UHD Graphics 610,FALSE,Intel,Celeron,G4900,2382,1836,LGA 1151
Intel Celeron G4900T,2,1.8,,35,Intel UHD Graphics 610,FALSE,Intel,Celeron,G4900T,2255,1740,LGA 1151
Intel Celeron G4920,2,3.2,,54,Intel UHD Graphics 610,FALSE,Intel,Celeron,G4920,2500,1960,LGA 1151
Intel Celeron G4930,2,3.2,,54,Intel UHD Graphics 610,FALSE,Intel,Celeron,G4930,2569,1950,LGA 1151
Intel Celeron G530,2,2.4,,65,Intel HD Graphics,FALSE,Intel,Celeron,G530,1129,1101,LGA 1155
Intel Celeron G540,2,2.5,,65,Intel HD Graphics,FALSE,Intel,Celeron,G540,1177,1149,LGA 1155
Intel Celeron G555,2,2.7,,65,Intel HD Graphics,FALSE,Intel,Celeron,G555,1388,1289,LGA 1155
Intel Celeron G5900,2,3.4,,58,Intel UHD Graphics 610,FALSE,Intel,Celeron,G5900,2670,2113,LGA 1200
Intel Celeron G5905,2,3.5,,58,Intel UHD Graphics 610,FALSE,Intel,Celeron,G5905,2780,2161,LGA 1200
Intel Celeron G5905T,2,3.3,,35,Intel UHD Graphics 610,FALSE,Intel,Celeron,G5905T,2304,1854,LGA 1200
Intel Celeron G5920,2,3.5,,58,Intel UHD Graphics 610,FALSE,Intel,Celeron,G5920,2577,2123,LGA 1200
Intel Celeron G5925,2,3.6,,58,Intel UHD Graphics 610,FALSE,Intel,Celeron,G5925,2787,2227,LGA 1200
Intel Celeron G6900,2,3.4,,46,Intel UHD Graphics 710,FALSE,Intel,Celeron,G6900,4489,2696,LGA 1700
Intel Core 2 Duo E4300,2,1.8,,65,,FALSE,Intel,Core 2 Duo,E4300,588,661,LGA 775
Intel Core 2 Duo E4400,2,2,,65,,FALSE,Intel,Core 2 Duo,E4400,718,783,LGA 775
Intel Core 2 Duo E4500,2,2.2,,65,,FALSE,Intel,Core 2 Duo,E4500,739,812,LGA 775
Intel Core 2 Duo E4600,2,2.4,,65,,FALSE,Intel,Core 2 Duo,E4600,875,928,LGA 775
Intel Core 2 Duo E6320,2,1.86,,65,,FALSE,Intel,Core 2 Duo,E6320,717,712,LGA 775
Intel Core 2 Duo E6400,2,2.13,,65,,FALSE,Intel,Core 2 Duo,E6400,779,825,LGA 775
Intel Core 2 Duo E6420,2,2.13,,65,,FALSE,Intel,Core 2 Duo,E6420,752,781,LGA 775
Intel Core 2 Duo E6540,2,2.33,,65,,FALSE,Intel,Core 2 Duo,E6540,808,969,LGA 775
Intel Core 2 Duo E6550,2,2.33,,65,,FALSE,Intel,Core 2 Duo,E6550,903,909,LGA 775
Intel Core 2 Duo E6700,2,2.66,,65,,FALSE,Intel,Core 2 Duo,E6700,990,1023,LGA 775
Intel Core 2 Duo E6750,2,2.66,,65,,FALSE,Intel,Core 2 Duo,E6750,1017,1028,LGA 775
Intel Core 2 Duo E6850,2,3,,65,,FALSE,Intel,Core 2 Duo,E6850,1154,1188,LGA 775
Intel Core 2 Duo E7200,2,2.53,,65,,FALSE,Intel,Core 2 Duo,E7200,991,1054,LGA 775
Intel Core 2 Duo E7300,2,2.66,,65,,FALSE,Intel,Core 2 Duo,E7300,952,1056,LGA 775
Intel Core 2 Duo E7400,2,2.8,,65,,FALSE,Intel,Core 2 Duo,E7400,1042,1109,LGA 775
Intel Core 2 Duo E7500,2,2.93,,65,,FALSE,Intel,Core 2 Duo,E7500,1151,1211,LGA 775
Intel Core 2 Duo E7600,2,3.06,,65,,FALSE,Intel,Core 2 Duo,E7600,1150,1260,LGA 775
Intel Core 2 Duo E8200,2,2.66,,65,,FALSE,Intel,Core 2 Duo,E8200,1129,1144,LGA 775
Intel Core 2 Duo E8300,2,2.83,,65,,FALSE,Intel,Core 2 Duo,E8300,1019,1084,LGA 775
Intel Core 2 Duo E8400,2,3,,65,,FALSE,Intel,Core 2 Duo,E8400,1209,1233,LGA 775
Intel Core 2 Duo E8500,2,3.16,,65,,FALSE,Intel,Core 2 Duo,E8500,1287,1322,LGA 775
Intel Core 2 Duo E8600,2,3.33,,65,,FALSE,Intel,Core 2 Duo,E8600,1360,1383,LGA 775
Intel Core 2 Extreme QX6800,4,2.93,,75,,FALSE,Intel,Core 2 Extreme,QX6800,2145,1124,LGA 775
Intel Core 2 Extreme QX6850,4,3,,130,,FALSE,Intel,Core 2 Extreme,QX6850,2242,1210,LGA 775
Intel Core 2 Extreme QX9650,4,3,,130,,FALSE,Intel,Core 2 Extreme,QX9650,2404,1258,LGA 775
Intel Core 2 Extreme QX9770,4,3.2,,136,,FALSE,Intel,Core 2 Extreme,QX9770,2689,1395,LGA 775
Intel Core 2 Extreme QX9775,4,3.2,,150,,FALSE,Intel,Core 2 Extreme,QX9775,2780,1451,LGA771
Intel Core 2 Extreme X6800,2,2.93,,75,,FALSE,Intel,Core 2 Extreme,X6800,1095,1107,LGA 775
Intel Core 2 Quad Q6600,4,2.4,,105,,FALSE,Intel,Core 2 Quad,Q6600,1832,953,LGA 775
Intel Core 2 Quad Q6700,4,2.66,,105,,FALSE,Intel,Core 2 Quad,Q6700,2099,1077,LGA 775
Intel Core 2 Quad Q8200,4,2.33,,95,,FALSE,Intel,Core 2 Quad,Q8200,1779,993,LGA 775
Intel Core 2 Quad Q8200S,4,2.33,,95,,FALSE,Intel,Core 2 Quad,Q8200S,1779,993,LGA 775
Intel Core 2 Quad Q8300,4,2.5,,95,,FALSE,Intel,Core 2 Quad,Q8300,1901,1061,LGA 775
Intel Core 2 Quad Q8400,4,2.66,,95,,FALSE,Intel,Core 2 Quad,Q8400,2069,1141,LGA 775
Intel Core 2 Quad Q8400S,4,2.66,,95,,FALSE,Intel,Core 2 Quad,Q8400S,2069,1141,LGA 775
Intel Core 2 Quad Q9300,4,2.5,,95,,FALSE,Intel,Core 2 Quad,Q9300,1987,1081,LGA 775
Intel Core 2 Quad Q9400,4,2.66,,95,,FALSE,Intel,Core 2 Quad,Q9400,2142,1138,LGA 775
Intel Core 2 Quad Q9400S,4,2.66,,95,,FALSE,Intel,Core 2 Quad,Q9400S,2142,1138,LGA 775
Intel Core 2 Quad Q9450,4,2.66,,95,,FALSE,Intel,Core 2 Quad,Q9450,2184,1127,LGA 775
Intel Core 2 Quad Q9505,4,2.83,,95,,FALSE,Intel,Core 2 Quad,Q9505,2171,1186,LGA 775
Intel Core 2 Quad Q9505S,4,2.83,,95,,FALSE,Intel,Core 2 Quad,Q9505S,2171,1186,LGA 775
Intel Core 2 Quad Q9550,4,2.83,,95,,FALSE,Intel,Core 2 Quad,Q9550,2347,1216,LGA 775
Intel Core 2 Quad Q9550S,4,2.83,,95,,FALSE,Intel,Core 2 Quad,Q9550S,2347,1216,LGA 775
Intel Core 2 Quad Q9650,4,3,,95,,FALSE,Intel,Core 2 Quad,Q9650,2484,1284,LGA 775
Intel Core i3-10100,4,3.6,4.3,65,Intel UHD Graphics 630,TRUE,Intel,Core i3,10100,8631,2609,LGA 1200
Intel Core i3-10100F,4,3.6,4.3,65,,TRUE,Intel,Core i3,10100F,8723,2588,LGA 1200
Intel Core i3-10100T,4,3,3.8,65,Intel UHD Graphics 630,TRUE,Intel,Core i3,10100T,8631,2609,LGA 1200
Intel Core i3-10105,4,3.7,4.4,65,Intel UHD Graphics 630,TRUE,Intel,Core i3,10105,8547,2673,LGA 1200
Intel Core i3-10105F,4,3.7,4.4,65,,TRUE,Intel,Core i3,10105F,8938,2651,LGA 1200
Intel Core i3-10300,4,3.7,4.4,65,Intel UHD Graphics 630,TRUE,Intel,Core i3,10300,9293,2688,LGA 1200
Intel Core i3-10305,4,3.8,4.5,65,Intel UHD Graphics 630,TRUE,Intel,Core i3,10305,9535,2789,LGA 1200
Intel Core i3-10320,4,3.8,4.6,65,Intel UHD Graphics 630,TRUE,Intel,Core i3,10320,10011,2839,LGA 1200
Intel Core i3-10325,4,3.9,4.7,65,Intel UHD Graphics 630,TRUE,Intel,Core i3,10325,10291,2874,LGA 1200
Intel Core i3-12100,4,3.3,4.3,60,Intel UHD Graphics 730,TRUE,Intel,Core i3,12100,13259,3374,LGA 1700
Intel Core i3-12100F,4,3.3,4.3,58,,TRUE,Intel,Core i3,12100F,14066,3456,LGA 1700
Intel Core i3-12100T,4,2.2,4.1,35,Intel UHD Graphics 730,TRUE,Intel,Core i3,12100T,12591,3276,LGA 1700
Intel Core i3-13100,4,3.4,4.5,60,Intel UHD Graphics 730,TRUE,Intel,Core i3,13100,13556,3420,LGA 1700
Intel Core i3-13100F,4,3.4,4.5,58,,TRUE,Intel,Core i3,13100F,14657,3610,LGA 1700
Intel Core i3-13100T,4,2.5,4.2,35,Intel UHD Graphics 730,TRUE,Intel,Core i3,13100T,12924,3423,LGA 1700
Intel Core i3-14100,4,3.5,4.7,60,Intel UHD Graphics 730,TRUE,Intel,Core i3,14100,15189,3769,LGA 1700
Intel Core i3-14100F,4,3.5,4.7,110,,TRUE,Intel,Core i3,14100F,15377,3793,LGA 1700
Intel Core i3-2100,2,3.1,,65,Intel HD Graphics 2000,TRUE,Intel,Core i3,2100,1858,1418,LGA 1155
Intel Core i3-2100T,2,2.5,,35,Intel HD Graphics 2000,TRUE,Intel,Core i3,2100T,1501,1100,LGA 1155
Intel Core i3-2105,2,3.1,,65,Intel HD Graphics 3000,TRUE,Intel,Core i3,2105,1849,1421,LGA 1155
Intel Core i3-2120,2,3.3,,65,Intel HD Graphics 2000,TRUE,Intel,Core i3,2120,1959,1508,LGA 1155
Intel Core i3-2120T,2,2.6,,35,Intel HD Graphics 2000,TRUE,Intel,Core i3,2120T,1553,1167,LGA 1155
Intel Core i3-2125,2,3.3,,65,Intel HD Graphics 3000,TRUE,Intel,Core i3,2125,2090,1573,LGA 1155
Intel Core i3-2130,2,3.4,,65,Intel HD Graphics 2000,TRUE,Intel,Core i3,2130,2048,1558,LGA 1155
Intel Core i3-3210,2,3.2,,55,Intel HD Graphics 2500,TRUE,Intel,Core i3,3210,2220,1692,LGA 1155
Intel Core i3-3220,2,3.3,,55,Intel HD Graphics 2500,TRUE,Intel,Core i3,3220,2269,1725,LGA 1155
Intel Core i3-3220T,2,2.8,,35,Intel HD Graphics 2500,TRUE,Intel,Core i3,3220T,1952,1492,LGA 1155
Intel Core i3-3225,2,3.3,,55,Intel HD Graphics 4000,TRUE,Intel,Core i3,3225,2256,1707,LGA 1155
Intel Core i3-3240,2,3.4,,55,Intel HD Graphics 2500,TRUE,Intel,Core i3,3240,2339,1784,LGA 1155
Intel Core i3-3245,2,3.4,,55,Intel HD Graphics 4000,TRUE,Intel,Core i3,3245,2373,1770,LGA 1155
Intel Core i3-3250,2,3.5,,55,Intel HD Graphics 2500,TRUE,Intel,Core i3,3250,2448,1835,LGA 1155
Intel Core i3-4130,2,3.4,,54,Intel HD Graphics 4400,TRUE,Intel,Core i3,4130,3322,1883,LGA 1150
Intel Core i3-4130T,2,2.9,,35,Intel HD Graphics 4400,TRUE,Intel,Core i3,4130T,2895,1615,LGA 1150
Intel Core i3-4150,2,3.5,,54,Intel HD Graphics 4400,TRUE,Intel,Core i3,4150,3408,1941,LGA 1150
Intel Core i3-4160,2,3.6,,54,Intel HD Graphics 4400,TRUE,Intel,Core i3,4160,3512,1987,LGA 1150
Intel Core i3-4160T,2,3.1,,35,Intel HD Graphics 4400,TRUE,Intel,Core i3,4160T,3116,1752,LGA 1150
Intel Core i3-4170,2,3.7,,54,Intel HD Graphics 4400,TRUE,Intel,Core i3,4170,3594,2053,LGA 1150
Intel Core i3-4330,2,3.5,,54,Intel HD Graphics 4600,TRUE,Intel,Core i3,4330,3499,1938,LGA 1150
Intel Core i3-4340,2,3.6,,54,Intel HD Graphics 4600,TRUE,Intel,Core i3,4340,3460,1979,LGA 1150
Intel Core i3-4350,2,3.6,,54,Intel HD Graphics 4600,TRUE,Intel,Core i3,4350,3609,2010,LGA 1150
Intel Core i3-4360,2,3.7,,54,Intel HD Graphics 4600,TRUE,Intel,Core i3,4360,3655,2082,LGA 1150
Intel Core i3-4360T,2,3.2,,35,Intel HD Graphics 4600,TRUE,Intel,Core i3,4360T,3286,1873,LGA 1150
Intel Core i3-4370,2,3.8,,54,Intel HD Graphics 4600,TRUE,Intel,Core i3,4370,3867,2161,LGA 1150
Intel Core i3-530,2,2.93,,73,Intel HD Graphics,TRUE,Intel,Core i3,530,1502,1164,LGA 1156
Intel Core i3-540,2,3.06,,73,Intel HD Graphics,TRUE,Intel,Core i3,540,1543,1266,LGA 1156
Intel Core i3-550,2,3.2,,73,Intel HD Graphics,TRUE,Intel,Core i3,550,1620,1342,LGA 1156
Intel Core i3-560,2,3.333,,73,Intel HD Graphics,TRUE,Intel,Core i3,560,1627,1352,LGA 1156
Intel Core i3-6098P,2,3.6,,54,Intel HD Graphics 510,TRUE,Intel,Core i3,6098P,3995,2097,LGA 1151
Intel Core i3-6100,2,3.7,,51,Intel HD Graphics 530,TRUE,Intel,Core i3,6100,4126,2175,LGA 1151
Intel Core i3-6100T,2,3.2,,35,Intel HD Graphics 530,TRUE,Intel,Core i3,6100T,3651,1867,LGA 1151
Intel Core i3-6300,2,3.8,,51,Intel HD Graphics 530,TRUE,Intel,Core i3,6300,4336,2276,LGA 1151
Intel Core i3-6300T,2,3.3,,35,Intel HD Graphics 530,TRUE,Intel,Core i3,6300T,4002,2018,LGA 1151
Intel Core i3-6320,2,3.9,,51,Intel HD Graphics 530,TRUE,Intel,Core i3,6320,4486,2317,LGA 1151
Intel Core i3-7100,2,3.9,,51,Intel HD Graphics 630,TRUE,Intel,Core i3,7100,4321,2293,LGA 1151
Intel Core i3-7100T,2,3.4,,35,Intel HD Graphics 630,TRUE,Intel,Core i3,7100T,3773,1945,LGA 1151
Intel Core i3-7101TE,2,3.4,,35,Intel HD Graphics 610,TRUE,Intel,Core i3,7101TE,3957,2020,LGA 1151
Intel Core i3-7300,2,4,,51,Intel HD Graphics 630,TRUE,Intel,Core i3,7300,4527,2413,LGA 1151
Intel Core i3-7300T,2,3.5,,35,Intel HD Graphics 630,TRUE,Intel,Core i3,7300T,4149,2061,LGA 1151
Intel Core i3-7320,2,4.1,,51,Intel HD Graphics 630,TRUE,Intel,Core i3,7320,4829,2507,LGA 1151
Intel Core i3-7350K,2,4.2,,60,Intel HD Graphics 630,TRUE,Intel,Core i3,7350K,4943,2573,LGA 1151
Intel Core i3-8100,4,3.6,,65,Intel UHD Graphics 630,FALSE,Intel,Core i3,8100,6100,2210,LGA 1151
Intel Core i3-8100T,4,3.1,,35,Intel UHD Graphics 630,FALSE,Intel,Core i3,8100T,5281,1875,LGA 1151
Intel Core i3-8300,4,3.7,,62,Intel UHD Graphics 630,FALSE,Intel,Core i3,8300,6347,2265,LGA 1151
Intel Core i3-8300T,4,3.2,,25,Intel UHD Graphics 630,FALSE,Intel,Core i3,8300T,5581,1958,LGA 1151
Intel Core i3-8350K,4,4,,91,Intel UHD Graphics 630,FALSE,Intel,Core i3,8350K,6871,2469,LGA 1151
Intel Core i3-9100,4,3.6,4.2,65,Intel UHD Graphics 630,FALSE,Intel,Core i3,9100,6611,2474,LGA 1151
Intel Core i3-9100F,4,3.6,4.2,65,,FALSE,Intel,Core i3,9100F,6727,2494,LGA 1151
Intel Core i3-9100T,4,3.1,3.7,35,Intel UHD Graphics 630,FALSE,Intel,Core i3,9100T,5553,2098,LGA 1151
Intel Core i3-9300,4,3.7,4.3,62,Intel UHD Graphics 630,FALSE,Intel,Core i3,9300,7125,2495,LGA 1151
Intel Core i3-9320,4,3.7,4.4,62,,FALSE,Intel,Core i3,9320,7358,2711,LGA 1151
Intel Core i3-9350K,4,4,4.6,91,Intel HD Graphics 630,FALSE,Intel,Core i3,9350K,7700,2783,LGA 1151
Intel Core i3-9350KF,4,4,4.6,91,,FALSE,Intel,Core i3,9350KF,7561,2671,LGA 1151
Intel Core i5-10400,6,2.9,4.3,65,Intel UHD Graphics 630,TRUE,Intel,Core i5,10400,12090,2566,LGA 1200
Intel Core i5-10400F,6,2.9,4.3,65,,TRUE,Intel,Core i5,10400F,12160,2543,LGA 1200
Intel Core i5-10500,6,3.1,4.5,65,Intel UHD Graphics 630,TRUE,Intel,Core i5,10500,13291,2815,LGA 1200
Intel Core i5-10600,6,3.3,4.8,65,Intel UHD Graphics 630,TRUE,Intel,Core i5,10600,13642,2931,LGA 1200
Intel Core i5-10600K,6,4.1,4.8,125,Intel UHD Graphics 630,TRUE,Intel,Core i5,10600K,14283,2918,LGA 1200
Intel Core i5-10600KF,6,4.1,4.8,125,,TRUE,Intel,Core i5,10600KF,14189,2914,LGA 1200
Intel Core i5-11400,6,2.6,4.4,65,Intel UHD Graphics 730,TRUE,Intel,Core i5,11400,16968,3019,LGA 1200
Intel Core i5-11400F,6,2.6,4.4,65,,TRUE,Intel,Core i5,11400F,16971,2992,LGA 1200
Intel Core i5-11500,6,2.7,4.6,65,Intel UHD Graphics 750,TRUE,Intel,Core i5,11500,17223,3130,LGA 1200
Intel Core i5-11600,6,2.8,4.8,65,Intel UHD Graphics 750,TRUE,Intel,Core i5,11600,18011,3293,LGA 1200
Intel Core i5-11600K,6,3.9,4.9,125,Intel UHD Graphics 750,TRUE,Intel,Core i5,11600K,19556,3347,LGA 1200
Intel Core i5-11600KF,6,3.9,4.9,125,,TRUE,Intel,Core i5,11600KF,19573,3333,LGA 1200
Intel Core i5-12400,6,2.5,4.4,65,Intel UHD Graphics 730,TRUE,Intel,Core i5,12400,19251,3506,LGA 1700
Intel Core i5-12400F,6,2.5,4.4,65,,TRUE,Intel,Core i5,12400F,19486,3492,LGA 1700
Intel Core i5-12500,6,3,4.6,65,Intel UHD Graphics 770,TRUE,Intel,Core i5,12500,19862,3678,LGA 1700
Intel Core i5-12600,6,3.3,4.8,65,Intel UHD Graphics 770,TRUE,Intel,Core i5,12600,21570,3833,LGA 1700
Intel Core i5-12600K,10,3.7,4.9,150,Intel UHD Graphics 770,TRUE,Intel,Core i5,12600K,27664,3935,LGA 1700
Intel Core i5-12600KF,10,3.7,4.9,150,,TRUE,Intel,Core i5,12600KF,27877,3932,LGA 1700
Intel Core i5-13400,10,2.5,4.6,154,Intel UHD Graphics 730,TRUE,Intel,Core i5,13400,23441,3498,LGA 1700
Intel Core i5-13400F,10,2.5,4.6,148,,TRUE,Intel,Core i5,13400F,25097,3638,LGA 1700
Intel Core i5-13500,14,2.5,4.8,65,Intel UHD Graphics 770,TRUE,Intel,Core i5,13500,31635,3871,LGA 1700
Intel Core i5-13500T,14,1.6,4.6,35,Intel UHD Graphics 770,TRUE,Intel,Core i5,13500T,23050,3604,LGA 1700
Intel Core i5-13600,14,2.7,5,65,Intel UHD Graphics 770,TRUE,Intel,Core i5,13600,31711,4049,LGA 1700
Intel Core i5-13600K,14,3.5,5.1,125,Intel UHD Graphics 770,TRUE,Intel,Core i5,13600K,37783,4131,LGA 1700
Intel Core i5-13600KF,14,3.5,5.1,125,,TRUE,Intel,Core i5,13600KF,37614,4123,LGA 1700
Intel Core i5-14400,10,2.5,4.7,148,Intel UHD Graphics 730,TRUE,Intel,Core i5,14400,25364,3768,LGA 1700
Intel Core i5-14400F,10,2.5,4.7,148,,TRUE,Intel,Core i5,14400F,25664,3709,LGA 1700
Intel Core i5-14500,14,2.6,5,65,Intel UHD Graphics 770,TRUE,Intel,Core i5,14500,31402,4008,LGA 1700
Intel Core i5-14600K,14,3.5,5.3,125,Intel UHD Graphics 770,TRUE,Intel,Core i5,14600K,38668,4273,LGA 1700
Intel Core i5-14600KF,14,3.5,5.3,125,,TRUE,Intel,Core i5,14600KF,39035,4288,LGA 1700
Intel Core i5-2300,4,2.8,,95,Intel HD Graphics 2000,FALSE,Intel,Core i5,2300,3449,1431,LGA 1155
Intel Core i5-2310,4,2.9,,95,Intel HD Graphics 2000,FALSE,Intel,Core i5,2310,3657,1490,LGA 1155
Intel Core i5-2320,4,3,,95,Intel HD Graphics 2000,FALSE,Intel,Core i5,2320,3680,1523,LGA 1155
Intel Core i5-2380P,4,3.1,,95,,FALSE,Intel,Core i5,2380P,3901,1610,LGA 1155
Intel Core i5-2400,4,3.1,,95,Intel HD Graphics 2000,FALSE,Intel,Core i5,2400,3870,1578,LGA 1155
Intel Core i5-2400S,4,2.5,,65,Intel HD Graphics 2000,FALSE,Intel,Core i5,2400S,3159,1467,LGA 1155
Intel Core i5-2405S,4,2.5,,65,Intel HD Graphics 3000,FALSE,Intel,Core i5,2405S,3224,1478,LGA 1155
Intel Core i5-2450P,4,3.2,,95,,FALSE,Intel,Core i5,2450P,4273,1682,LGA 1155
Intel Core i5-2500,4,3.3,,95,Intel HD Graphics 2000,FALSE,Intel,Core i5,2500,4117,1703,LGA 1155
Intel Core i5-2500K,4,3.3,,95,Intel HD Graphics 3000,FALSE,Intel,Core i5,2500K,4122,1697,LGA 1155
Intel Core i5-2550K,4,3.4,,95,,FALSE,Intel,Core i5,2550K,4172,1760,LGA 1155
Intel Core i5-3330,4,3,,77,Intel HD Graphics 2500,FALSE,Intel,Core i5,3330,4104,1720,LGA 1155
Intel Core i5-3330S,4,2.7,3.2,65,Intel HD Graphics 2500,FALSE,Intel,Core i5,3330S,3891,1708,LGA 1155
Intel Core i5-3340,4,3.1,3.3,77,Intel HD Graphics 2500,FALSE,Intel,Core i5,3340,4230,1767,LGA 1155
Intel Core i5-3340S,4,2.8,3.3,65,Intel HD Graphics 2500,FALSE,Intel,Core i5,3340S,3947,1747,LGA 1155
Intel Core i5-3350P,4,3.1,,69,,FALSE,Intel,Core i5,3350P,4295,1792,LGA 1155
Intel Core i5-3450,4,3.1,,77,Intel HD Graphics 2500,FALSE,Intel,Core i5,3450,4508,1872,LGA 1155
Intel Core i5-3450S,4,2.8,,65,Intel HD Graphics 2500,FALSE,Intel,Core i5,3450S,4384,1869,LGA 1155
Intel Core i5-3470,4,3.2,,77,Intel HD Graphics 2500,FALSE,Intel,Core i5,3470,4673,1938,LGA 1155
Intel Core i5-3470S,4,2.9,,65,Intel HD Graphics 2500,FALSE,Intel,Core i5,3470S,4387,1889,LGA 1155
Intel Core i5-3550,4,3.3,,77,Intel HD Graphics 2500,FALSE,Intel,Core i5,3550,4796,1988,LGA 1155
Intel Core i5-3550S,4,3,3.7,65,Intel HD Graphics 2500,FALSE,Intel,Core i5,3550S,4434,1943,LGA 1155
Intel Core i5-3570,4,3.4,,77,Intel HD Graphics 2500,FALSE,Intel,Core i5,3570,4937,2045,LGA 1155
Intel Core i5-3570K,4,3.4,,77,Intel HD Graphics 4000,FALSE,Intel,Core i5,3570K,4961,2045,LGA 1155
Intel Core i5-3570S,4,3.1,3.8,65,Intel HD Graphics 2500,FALSE,Intel,Core i5,3570S,4644,1990,LGA 1155
Intel Core i5-4430,4,3,,84,Intel HD Graphics 4600,FALSE,Intel,Core i5,4430,4661,1800,LGA 1150
Intel Core i5-4440,4,3.1,3.3,84,Intel HD Graphics 4600,FALSE,Intel,Core i5,4440,4788,1856,LGA 1150
Intel Core i5-4440S,4,2.8,3.3,65,Intel HD Graphics 4600,FALSE,Intel,Core i5,4440S,4377,1785,LGA 1150
Intel Core i5-4460,4,3.2,3.4,84,Intel HD Graphics 4600,FALSE,Intel,Core i5,4460,4903,1904,LGA 1150
Intel Core i5-4460S,4,2.9,3.4,65,Intel HD Graphics 4000,FALSE,Intel,Core i5,4460S,4623,1855,LGA 1150
Intel Core i5-4570,4,3.2,,84,Intel HD Graphics 4600,FALSE,Intel,Core i5,4570,5232,2033,LGA 1150
Intel Core i5-4570S,4,2.9,,65,Intel HD Graphics 4600,FALSE,Intel,Core i5,4570S,5027,2004,LGA 1150
Intel Core i5-4570T,2,2.9,,35,Intel HD Graphics 4600,TRUE,Intel,Core i5,4570T,3229,1910,LGA 1150
Intel Core i5-4590,4,3.3,3.7,84,Intel HD Graphics 4600,FALSE,Intel,Core i5,4590,5372,2084,LGA 1150
Intel Core i5-4590S,4,3,3.7,65,Intel HD Graphics 4000,FALSE,Intel,Core i5,4590S,5135,2044,LGA 1150
Intel Core i5-4590T,4,2,,35,Intel HD Graphics 4000,TRUE,Intel,Core i5,4590T,4061,1647,LGA 1150
Intel Core i5-4670,4,3.4,,84,Intel HD Graphics 4600,FALSE,Intel,Core i5,4670,5502,2135,LGA 1150
Intel Core i5-4670K,4,3.4,,84,Intel HD Graphics 4600,FALSE,Intel,Core i5,4670K,5573,2145,LGA 1150
Intel Core i5-4670S,4,3.1,3.8,65,Intel HD Graphics 4600,FALSE,Intel,Core i5,4670S,5211,2093,LGA 1150
Intel Core i5-4670T,4,2.3,,45,Intel HD Graphics 4600,FALSE,Intel,Core i5,4670T,4449,1772,LGA 1150
Intel Core i5-4690,4,3.5,3.9,84,Intel HD Graphics 4600,FALSE,Intel,Core i5,4690,5570,2189,LGA 1150
Intel Core i5-4690K,4,3.5,3.9,88,Intel HD Graphics 4600,FALSE,Intel,Core i5,4690K,5699,2192,LGA 1150
