cpu_name,cores,cpu_mark,thread_mark,tdp,socket,category
Intel Core i3-6100 @ 3.70GHz,2,4126,2175,51,LGA 1151,Desktop
Intel Core i3-6100T @ 3.20GHz,2,3651,1867,35,LGA 1151,Desktop
Intel Core i3-6100TE @ 2.70GHz,2,3152,1636,35,LGA 1151,Desktop
Intel Core i3-6300 @ 3.80GHz,2,4336,2276,51,LGA 1151,Desktop
Intel Core i3-6300T @ 3.30GHz,2,4002,2018,35,LGA 1151,Desktop
Intel Core i3-6320 @ 3.90GHz,2,4486,2317,51,LGA 1151,Desktop
Intel Core i5-6400 @ 2.70GHz,4,5170,1954,65,LGA 1151,Desktop
Intel Core i5-6400T @ 2.20GHz,4,4269,1625,35,LGA 1151,Desktop
Intel Core i5-6402P @ 2.80GHz,4,5366,2002,65,LGA 1151,Desktop
Intel Core i5-6500 @ 3.20GHz,4,5624,2104,65,LGA 1151,Desktop
Intel Core i5-6500T @ 2.50GHz,4,4766,1780,35,LGA 1151,Desktop
Intel Core i5-6500TE @ 2.30GHz,4,4806,1837,35,LGA 1151,Desktop
Intel Core i5-6600 @ 3.30GHz,4,6058,2256,65,LGA 1151,Desktop
Intel Core i5-6600T @ 2.70GHz,4,5593,2049,35,LGA 1151,Desktop
Intel Core i7-6700 @ 3.40GHz,4,8066,2284,65,LGA 1151,Desktop
Intel Core i7-6700T @ 2.80GHz,4,7103,2041,35,LGA 1151,Desktop
Intel Core i7-6700TE @ 2.40GHz,4,6153,2052,35,LGA 1151,Desktop
Intel Core i7-7700K @ 4.20GHz,4,9635,2713,95,LGA 1151,Desktop
Intel Core i3-12300,4,14509,3591,60,LGA 1700,Desktop
Intel Core i5-12400,6,19251,3506,65,LGA 1700,Desktop
Intel Core i5-12500,6,19862,3678,65,LGA 1700,Desktop
Intel Core i5-12600,6,21570,3833,65,LGA 1700,Desktop
Intel Core i9-12900KS,16,43912,4338,150,LGA 1700,Desktop
Intel Celeron G1820T @ 2.40GHz,2,1631,1394,35,LGA1150,Desktop
Intel Celeron G1820TE @ 2.20GHz,2,1020,978,35,LGA1150,Desktop
Intel Celeron G1830 @ 2.80GHz,2,1560,1513,53,LGA1150,Desktop
Intel Celeron G1840T @ 2.50GHz,2,1576,1431,35,LGA1150,Desktop
Intel Core i3-4130 @ 3.40GHz,2,3322,1883,54,LGA1150,Desktop
Intel Core i3-4130T @ 2.90GHz,2,2895,1615,35,LGA1150,Desktop
Intel Core i3-4160T @ 3.10GHz,2,3116,1752,35,LGA1150,Desktop
Intel Core i3-4170 @ 3.70GHz,2,3594,2053,54,LGA1150,Desktop
Intel Core i3-4170T @ 3.20GHz,2,3141,1804,35,LGA1150,Desktop
Intel Core i3-4330 @ 3.50GHz,2,3499,1938,54,LGA1150,Desktop
Intel Core i3-4330T @ 3.00GHz,2,3115,1726,35,LGA1150,Desktop
Intel Core i3-4330TE @ 2.40GHz,2,2022,1327,35,LGA1150,Desktop
Intel Core i3-4340 @ 3.60GHz,2,3460,1979,54,LGA1150,Desktop
Intel Core i3-4350 @ 3.60GHz,2,3609,2010,54,LGA1150,Desktop
Intel Core i3-4360T @ 3.20GHz,2,3286,1873,35,LGA1150,Desktop
Intel Core i3-4370 @ 3.80GHz,2,3867,2161,54,LGA1150,Desktop
Intel Core i5-4430 @ 3.00GHz,4,4661,1800,84,LGA1150,Desktop
Intel Core i5-4430S @ 2.70GHz,4,4354,1771,65,LGA1150,Desktop
Intel Core i5-4440S @ 2.80GHz,4,4377,1785,65,LGA1150,Desktop
Intel Core i5-4460 @ 3.20GHz,4,4903,1904,84,LGA1150,Desktop
Intel Core i5-4460S @ 2.90GHz,4,4623,1855,65,LGA1150,Desktop
Intel Core i5-4460T @ 1.90GHz,4,3625,1477,35,LGA1150,Desktop
Intel Core i5-4470 @ 3.30GHz,4,4491,1628,84,LGA1150,Desktop
Intel Core i5-4470S @ 3.00GHz,4,4742,1756,65,LGA1150,Desktop
Intel Core i5-4570 @ 3.20GHz,4,5232,2033,84,LGA1150,Desktop
Intel Core i5-4570S @ 2.90GHz,4,5027,2004,65,LGA1150,Desktop
Intel Core i5-4570T @ 2.90GHz,2,3229,1910,35,LGA1150,Desktop
Intel Core i5-4570TE @ 2.70GHz,2,3074,1622,35,LGA1150,Desktop
Intel Core i5-4590 @ 3.30GHz,4,5372,2084,84,LGA1150,Desktop
Intel Core i5-4590S @ 3.00GHz,4,5135,2044,65,LGA1150,Desktop
Intel Core i5-4590T @ 2.00GHz,4,4061,1647,35,LGA1150,Desktop
Intel Core i5-4670 @ 3.40GHz,4,5502,2135,84,LGA1150,Desktop
Intel Core i5-4670K @ 3.40GHz,4,5573,2145,84,LGA1150,Desktop
Intel Core i5-4670K CPT @ 3.40GHz,4,5034,2042,84,LGA1150,Desktop
Intel Core i5-4690 @ 3.50GHz,4,5570,2189,84,LGA1150,Desktop
Intel Core i5-4690K @ 3.50GHz,4,5699,2192,88,LGA1150,Desktop
Intel Core i5-4690S @ 3.20GHz,4,5529,2203,65,LGA1150,Desktop
Intel Core i5-4690T @ 2.50GHz,4,4606,1906,45,LGA1150,Desktop
Intel Core i5-5575R @ 2.80GHz,4,5092,2098,65,LGA1150,Desktop
Intel Core i7-4770 @ 3.40GHz,4,7060,2169,84,LGA1150,Desktop
Intel Core i7-4770K @ 3.50GHz,4,7131,2160,84,LGA1150,Desktop
Intel Core i7-4770S @ 3.10GHz,4,6745,2118,65,LGA1150,Desktop
Intel Core i7-4770T @ 2.50GHz,4,5868,1894,45,LGA1150,Desktop
Intel Core i7-4770TE @ 2.30GHz,4,4983,1688,45,LGA1150,Desktop
Intel Core i7-4771 @ 3.50GHz,4,7119,2188,84,LGA1150,Desktop
Intel Core i7-4790K @ 4.00GHz,4,8067,2466,88,LGA1150,Desktop
Intel Core i7-4790S @ 3.20GHz,4,7002,2201,65,LGA1150,Desktop
Intel Core i7-4790T @ 2.70GHz,4,6360,2098,45,LGA1150,Desktop
Intel Core i7-5675C @ 3.10GHz,4,6089,2249,65,LGA1150,Desktop
Intel Core i7-5775R @ 3.30GHz,4,7543,2263,65,LGA1150,Desktop
Intel Pentium G3220T @ 2.60GHz,2,1614,1468,35,LGA1150,Desktop
Intel Pentium G3240T @ 2.70GHz,2,1674,1491,35,LGA1150,Desktop
Intel Pentium G3250 @ 3.20GHz,2,2006,1810,53,LGA1150,Desktop
Intel Pentium G3250T @ 2.80GHz,2,1807,1594,35,LGA1150,Desktop
Intel Pentium G3260 @ 3.30GHz,2,2104,1871,53,LGA1150,Desktop
Intel Pentium G3260T @ 2.90GHz,2,1837,1609,35,LGA1150,Desktop
Intel Pentium G3420T @ 2.70GHz,2,1912,1570,35,LGA1150,Desktop
Intel Pentium G3440 @ 3.30GHz,2,2202,1917,53,LGA1150,Desktop
Intel Pentium G3440T @ 2.80GHz,2,2107,1615,35,LGA1150,Desktop
Intel Pentium G3450T @ 2.90GHz,2,2016,1135,35,LGA1150,Desktop
Intel Pentium G3460 @ 3.50GHz,2,2231,1986,53,LGA1150,Desktop
Intel Pentium G3470 @ 3.60GHz,2,2428,2089,53,LGA1150,Desktop
Intel Core i5-7400T @ 2.40GHz,4,4693,1746,35,LGA1151,Desktop
Intel Core i5-7500 @ 3.40GHz,4,6034,2259,65,LGA1151,Desktop
Intel Core i7-6700K @ 4.00GHz,4,8939,2504,95,LGA1151,Desktop
Intel Core i7-7700 @ 3.60GHz,4,8645,2449,65,LGA1151,Desktop
Intel Celeron G1610T @ 2.30GHz,2,1327,1207,35,LGA1155,Desktop
Intel Celeron G1620T @ 2.40GHz,2,1532,1327,35,LGA1155,Desktop
Intel Celeron G440 @ 1.60GHz,1,420,747,35,LGA1155,Desktop
Intel Celeron G460 @ 1.80GHz,1,469,699,35,LGA1155,Desktop
Intel Celeron G465 @ 1.90GHz,1,547,819,35,LGA1155,Desktop
Intel Celeron G470 @ 2.00GHz,1,570,837,35,LGA1155,Desktop
Intel Celeron G530 @ 2.40GHz,2,1129,1101,65,LGA1155,Desktop
Intel Celeron G530T @ 2.00GHz,2,1056,962,35,LGA1155,Desktop
Intel Celeron G540 @ 2.50GHz,2,1177,1149,65,LGA1155,Desktop
Intel Celeron G540T @ 2.10GHz,2,1137,995,35,LGA1155,Desktop
Intel Celeron G550 @ 2.60GHz,2,1259,1210,65,LGA1155,Desktop
Intel Celeron G550T @ 2.20GHz,2,1074,1018,35,LGA1155,Desktop
Intel Celeron G555 @ 2.70GHz,2,1388,1289,65,LGA1155,Desktop
Intel Core i3-2100 @ 3.10GHz,2,1858,1418,65,LGA1155,Desktop
Intel Core i3-2100T @ 2.50GHz,2,1501,1100,35,LGA1155,Desktop
Intel Core i3-2105 @ 3.10GHz,2,1849,1421,65,LGA1155,Desktop
Intel Core i3-2120 @ 3.30GHz,2,1959,1508,65,LGA1155,Desktop
Intel Core i3-2120T @ 2.60GHz,2,1553,1167,35,LGA1155,Desktop
Intel Core i3-2125 @ 3.30GHz,2,2090,1573,65,LGA1155,Desktop
Intel Core i3-2130 @ 3.40GHz,2,2048,1558,65,LGA1155,Desktop
Intel Core i3-3210 @ 3.20GHz,2,2220,1692,55,LGA1155,Desktop
Intel Core i3-3220 @ 3.30GHz,2,2269,1725,55,LGA1155,Desktop
Intel Core i3-3220T @ 2.80GHz,2,1952,1492,35,LGA1155,Desktop
Intel Core i3-3225 @ 3.30GHz,2,2256,1707,55,LGA1155,Desktop
Intel Core i3-3240 @ 3.40GHz,2,2339,1784,55,LGA1155,Desktop
Intel Core i3-3240T @ 2.90GHz,2,2061,1553,35,LGA1155,Desktop
Intel Core i3-3245 @ 3.40GHz,2,2373,1770,55,LGA1155,Desktop
Intel Core i3-3250 @ 3.50GHz,2,2448,1835,55,LGA1155,Desktop
Intel Core i5-2300 @ 2.80GHz,4,3449,1431,95,LGA1155,Desktop
Intel Core i5-2310 @ 2.90GHz,4,3657,1490,95,LGA1155,Desktop
Intel Core i5-2320 @ 3.00GHz,4,3680,1523,95,LGA1155,Desktop
Intel Core i5-2380P @ 3.10GHz,4,3901,1610,95,LGA1155,Desktop
Intel Core i5-2390T @ 2.70GHz,2,2493,1516,35,LGA1155,Desktop
Intel Core i5-2400 @ 3.10GHz,4,3870,1578,95,LGA1155,Desktop
Intel Core i5-2400S @ 2.50GHz,4,3159,1467,65,LGA1155,Desktop
Intel Core i5-2405S @ 2.50GHz,4,3224,1478,65,LGA1155,Desktop
Intel Core i5-2450P @ 3.20GHz,4,4273,1682,95,LGA1155,Desktop
Intel Core i5-2500 @ 3.30GHz,4,4117,1703,95,LGA1155,Desktop
Intel Core i5-2500K @ 3.30GHz,4,4122,1697,95,LGA1155,Desktop
Intel Core i5-2500S @ 2.70GHz,4,3398,1647,65,LGA1155,Desktop
Intel Core i5-2500T @ 2.30GHz,4,2929,1485,45,LGA1155,Desktop
Intel Core i5-2550K @ 3.40GHz,4,4172,1760,95,LGA1155,Desktop
Intel Core i5-3330 @ 3.00GHz,4,4104,1720,77,LGA1155,Desktop
Intel Core i5-3330S @ 2.70GHz,4,3891,1708,65,LGA1155,Desktop
Intel Core i5-3335S @ 2.70GHz,4,3784,1697,65,LGA1155,Desktop
Intel Core i5-3340 @ 3.10GHz,4,4230,1767,77,LGA1155,Desktop
Intel Core i5-3340S @ 2.80GHz,4,3947,1747,65,LGA1155,Desktop
Intel Core i5-3350P @ 3.10GHz,4,4295,1792,69,LGA1155,Desktop
Intel Core i5-3450 @ 3.10GHz,4,4508,1872,77,LGA1155,Desktop
Intel Core i5-3450S @ 2.80GHz,4,4384,1869,65,LGA1155,Desktop
Intel Core i5-3470 @ 3.20GHz,4,4673,1938,77,LGA1155,Desktop
Intel Core i5-3470S @ 2.90GHz,4,4387,1889,65,LGA1155,Desktop
Intel Core i5-3470T @ 2.90GHz,2,3008,1849,35,LGA1155,Desktop
Intel Core i5-3475S @ 2.90GHz,4,4295,1838,65,LGA1155,Desktop
Intel Core i5-3550 @ 3.30GHz,4,4796,1988,77,LGA1155,Desktop
Intel Core i5-3550S @ 3.00GHz,4,4434,1943,65,LGA1155,Desktop
Intel Core i5-3570 @ 3.40GHz,4,4937,2045,77,LGA1155,Desktop
Intel Core i5-3570K @ 3.40GHz,4,4961,2045,77,LGA1155,Desktop
Intel Core i5-3570S @ 3.10GHz,4,4644,1990,65,LGA1155,Desktop
Intel Core i5-3570T @ 2.30GHz,4,3962,1695,45,LGA1155,Desktop
Intel Core i7-2600 @ 3.40GHz,4,5349,1738,95,LGA1155,Desktop
Intel Core i7-2600K @ 3.40GHz,4,5484,1742,95,LGA1155,Desktop
Intel Core i7-2600S @ 2.80GHz,4,4615,1721,65,LGA1155,Desktop
Intel Core i7-2700K @ 3.50GHz,4,5745,1823,95,LGA1155,Desktop
Intel Core i7-3770 @ 3.40GHz,4,6416,2074,77,LGA1155,Desktop
Intel Core i7-3770K @ 3.50GHz,4,6471,2071,77,LGA1155,Desktop
Intel Core i7-3770S @ 3.10GHz,4,6188,2043,65,LGA1155,Desktop
Intel Core i7-3770T @ 2.50GHz,4,5444,1830,45,LGA1155,Desktop
Intel Pentium G2030T @ 2.60GHz,2,1578,1440,35,LGA1155,Desktop
Intel Pentium G2100T @ 2.60GHz,2,1691,1460,35,LGA1155,Desktop
Intel Pentium G2140 @ 3.30GHz,2,2092,1842,55,LGA1155,Desktop
Intel Pentium G620 @ 2.60GHz,2,1212,1178,65,LGA1155,Desktop
Intel Pentium G620T @ 2.20GHz,2,896,961,35,LGA1155,Desktop
Intel Pentium G630 @ 2.70GHz,2,1345,1250,65,LGA1155,Desktop
Intel Pentium G630T @ 2.30GHz,2,1090,1058,35,LGA1155,Desktop
Intel Pentium G640 @ 2.80GHz,2,1364,1301,65,LGA1155,Desktop
Intel Pentium G640T @ 2.40GHz,2,1139,1102,35,LGA1155,Desktop
Intel Pentium G645 @ 2.90GHz,2,1437,1340,65,LGA1155,Desktop
Intel Pentium G645T @ 2.50GHz,2,1228,1131,35,LGA1155,Desktop
Intel Core i5-24050S @ 2.50GHz,4,3061,1397,65,"LGA1155, FCLGA11",Desktop
Intel Core i3-530 @ 2.93GHz,2,1502,1164,73,LGA1156,Desktop
Intel Core i3-540 @ 3.07GHz,2,1543,1266,73,LGA1156,Desktop
Intel Core i3-550 @ 3.20GHz,2,1620,1342,73,LGA1156,Desktop
Intel Core i3-560 @ 3.33GHz,2,1627,1352,73,LGA1156,Desktop
Intel Core i5 750S @ 2.40GHz,4,1326,1039,82,LGA1156,Desktop
Intel Core i5-650 @ 3.20GHz,2,2259,1366,73,LGA1156,Desktop
Intel Core i5-655K @ 3.20GHz,2,2017,1446,73,LGA1156,Desktop
Intel Core i5-660 @ 3.33GHz,2,2411,1432,73,LGA1156,Desktop
Intel Core i5-661 @ 3.33GHz,2,2478,1446,87,LGA1156,Desktop
Intel Core i5-670 @ 3.47GHz,2,2533,1530,73,LGA1156,Desktop
Intel Core i5-680 @ 3.60GHz,2,2647,1614,73,LGA1156,Desktop
Intel Core i5-750 @ 2.67GHz,4,2538,1232,95,LGA1156,Desktop
Intel Core i5-760 @ 2.80GHz,4,2647,1295,95,LGA1156,Desktop
Intel Core i7-860 @ 2.80GHz,4,3012,1330,95,LGA1156,Desktop
Intel Core i7-860S @ 2.53GHz,4,2280,1093,82,LGA1156,Desktop
Intel Core i7-870 @ 2.93GHz,4,3158,1384,95,LGA1156,Desktop
Intel Core i7-870S @ 2.67GHz,4,2765,1493,82,LGA1156,Desktop
Intel Core i7-875K @ 2.93GHz,4,3124,1351,95,LGA1156,Desktop
Intel Core i7-880 @ 3.07GHz,4,3368,1450,95,LGA1156,Desktop
Intel Pentium G6950 @ 2.80GHz,2,1238,1109,73,LGA1156,Desktop
Intel Pentium G6951 @ 2.80GHz,2,1383,1173,73,LGA1156,Desktop
Intel Pentium G6960 @ 2.93GHz,2,1433,1279,73,LGA1156,Desktop
Intel Core i7-920 @ 2.67GHz,4,2841,1212,130,LGA1366,Desktop
Intel Core i7-930 @ 2.80GHz,4,2982,1267,130,LGA1366,Desktop
Intel Core i7-940 @ 2.93GHz,4,2947,1310,130,LGA1366,Desktop
Intel Core i7-950 @ 3.07GHz,4,3232,1382,130,LGA1366,Desktop
Intel Core i7-960 @ 3.20GHz,4,3363,1459,130,LGA1366,Desktop
Intel Core i7-965 @ 3.20GHz,4,3424,1475,130,LGA1366,Desktop
Intel Core i7-970 @ 3.20GHz,6,6544,1468,130,LGA1366,Desktop
Intel Core i7-975 @ 3.33GHz,4,3501,1500,130,LGA1366,Desktop
Intel Core i7-980 @ 3.33GHz,6,6867,1542,130,LGA1366,Desktop
Intel Core i7-980X @ 3.33GHz,6,6828,1525,130,LGA1366,Desktop
Intel Core i7-990X @ 3.47GHz,6,7120,1573,130,LGA1366,Desktop
Intel Core i5-12490F,6,20142,3676,65,LGA1700,Desktop
Intel Celeron G6900,2,4489,2696,46,"LGA1700,BGA1700",Desktop
Intel Pentium Gold G7400,2,6726,2996,46,"LGA1700,BGA1700",Desktop
Intel Core i7-3820 @ 3.60GHz,4,5776,1744,130,LGA2011,Desktop
Intel Core i7-3930K @ 3.20GHz,6,8201,1744,130,LGA2011,Desktop
Intel Core i7-3960X @ 3.30GHz,6,8423,1789,130,LGA2011,Desktop
Intel Core i7-3970X @ 3.50GHz,6,8516,1849,150,LGA2011,Desktop
Intel Core i7-4930K @ 3.40GHz,6,9384,1959,130,LGA2011,Desktop
Intel Core i7-4960X @ 3.60GHz,6,10025,2072,130,LGA2011,Desktop
Intel Core i7-5820K @ 3.30GHz,6,9832,1990,140,LGA2011-v3,Desktop
Intel Core i7-5930K @ 3.50GHz,6,10339,2056,140,LGA2011-v3,Desktop
Intel Core i7-5960X @ 3.00GHz,8,13041,2031,140,LGA2011-v3,Desktop
Intel Core i7-6800K @ 3.40GHz,6,10729,2261,140,LGA2011-v3,Desktop
Intel Core i7-6950X @ 3.00GHz,10,17469,2332,140,LGA2011-v3,Desktop
Intel Core i9-9990XE @ 4.00GHz,14,30162,2970,255,LGA2066,Desktop
Intel Core2 Extreme X9775 @ 3.20GHz,4,2780,1451,150,LGA771,Desktop
Intel Celeron 420 @ 1.60GHz,1,235,471,35,LGA775,Desktop
Intel Celeron 430 @ 1.80GHz,1,288,616,35,LGA775,Desktop
Intel Celeron 440 @ 2.00GHz,1,368,444,35,LGA775,Desktop
Intel Celeron 450 @ 2.20GHz,1,433,763,35,LGA775,Desktop
Intel Celeron D 420 @ 1.60GHz,1,313,388,35,LGA775,Desktop
Intel Celeron E1200 @ 1.60GHz,2,516,580,65,LGA775,Desktop
Intel Celeron E1400 @ 2.00GHz,2,735,758,65,LGA775,Desktop
Intel Celeron E1500 @ 2.20GHz,2,626,764,65,LGA775,Desktop
Intel Celeron E1600 @ 2.40GHz,2,840,916,65,LGA775,Desktop
Intel Celeron E3200 @ 2.40GHz,2,900,981,65,LGA775,Desktop
Intel Celeron E3300 @ 2.50GHz,2,809,918,65,LGA775,Desktop
Intel Celeron E3400 @ 2.60GHz,2,872,1010,65,LGA775,Desktop
Intel Celeron E3500 @ 2.70GHz,2,935,1154,65,LGA775,Desktop
Intel Core2 Duo E4300 @ 1.80GHz,2,588,661,65,LGA775,Desktop
Intel Core2 Duo E4400 @ 2.00GHz,2,718,783,65,LGA775,Desktop
Intel Core2 Duo E4500 @ 2.20GHz,2,739,812,65,LGA775,Desktop
Intel Core2 Duo E4600 @ 2.40GHz,2,875,928,65,LGA775,Desktop
Intel Core2 Duo E4700 @ 2.60GHz,2,900,949,65,LGA775,Desktop
Intel Core2 Duo E6400 @ 2.13GHz,2,779,825,65,LGA775,Desktop
Intel Core2 Duo E6540 @ 2.33GHz,2,808,969,65,LGA775,Desktop
Intel Core2 Duo E6550 @ 2.33GHz,2,903,909,65,LGA775,Desktop
Intel Core2 Duo E6700 @ 2.66GHz,2,990,1023,65,LGA775,Desktop
Intel Core2 Duo E6750 @ 2.66GHz,2,1017,1028,65,LGA775,Desktop
Intel Core2 Duo E6850 @ 3.00GHz,2,1154,1188,65,LGA775,Desktop
Intel Core2 Duo E7200 @ 2.53GHz,2,991,1054,65,LGA775,Desktop
Intel Core2 Duo E7300 @ 2.66GHz,2,952,1056,65,LGA775,Desktop
Intel Core2 Duo E7400 @ 2.80GHz,2,1042,1109,65,LGA775,Desktop
Intel Core2 Duo E7500 @ 2.93GHz,2,1151,1211,65,LGA775,Desktop
Intel Core2 Duo E7600 @ 3.06GHz,2,1150,1260,65,LGA775,Desktop
Intel Core2 Duo E8200 @ 2.66GHz,2,1129,1144,65,LGA775,Desktop
Intel Core2 Duo E8290 @ 2.83GHz,2,1408,1302,65,LGA775,Desktop
Intel Core2 Duo E8300 @ 2.83GHz,2,1019,1084,65,LGA775,Desktop
Intel Core2 Duo E8400 @ 3.00GHz,2,1209,1233,65,LGA775,Desktop
Intel Core2 Duo E8500 @ 3.16GHz,2,1287,1322,65,LGA775,Desktop
Intel Core2 Duo E8600 @ 3.33GHz,2,1360,1383,65,LGA775,Desktop
Intel Core2 Extreme Q6800 @ 2.93GHz,4,2145,1124,75,LGA775,Desktop
Intel Core2 Extreme Q6850 @ 3.00GHz,4,2242,1210,130,LGA775,Desktop
Intel Core2 Extreme X9650 @ 3.00GHz,4,2404,1258,130,LGA775,Desktop
Intel Core2 Extreme X9770 @ 3.20GHz,4,2689,1395,136,LGA775,Desktop
Intel Core2 Quad Q6600 @ 2.40GHz,4,1832,953,105,LGA775,Desktop
Intel Core2 Quad Q6700 @ 2.66GHz,4,2099,1077,105,LGA775,Desktop
Intel Core2 Quad Q8200 @ 2.33GHz,4,1779,993,95,LGA775,Desktop
Intel Core2 Quad Q8300 @ 2.50GHz,4,1901,1061,95,LGA775,Desktop
Intel Core2 Quad Q8400 @ 2.66GHz,4,2069,1141,95,LGA775,Desktop
Intel Core2 Quad Q9300 @ 2.50GHz,4,1987,1081,95,LGA775,Desktop
Intel Core2 Quad Q9400 @ 2.66GHz,4,2142,1138,95,LGA775,Desktop
Intel Core2 Quad Q9450 @ 2.66GHz,4,2184,1127,95,LGA775,Desktop
Intel Core2 Quad Q9500 @ 2.83GHz,4,2227,1213,95,LGA775,Desktop
Intel Core2 Quad Q9505 @ 2.83GHz,4,2171,1186,95,LGA775,Desktop
Intel Core2 Quad Q9550 @ 2.83GHz,4,2347,1216,95,LGA775,Desktop
Intel Core2 Quad Q9650 @ 3.00GHz,4,2484,1284,95,LGA775,Desktop
Intel Pentium E2160 @ 1.80GHz,2,651,683,65,LGA775,Desktop
Intel Pentium E2180 @ 2.00GHz,2,683,736,65,LGA775,Desktop
Intel Pentium E2200 @ 2.20GHz,2,757,827,65,LGA775,Desktop
Intel Pentium E2210 @ 2.20GHz,2,702,946,65,LGA775,Desktop
Intel Pentium E2220 @ 2.40GHz,2,842,915,65,LGA775,Desktop
Intel Pentium E5200 @ 2.50GHz,2,931,997,65,LGA775,Desktop
Intel Pentium E5300 @ 2.60GHz,2,912,1019,65,LGA775,Desktop
Intel Pentium E5400 @ 2.70GHz,2,983,1078,65,LGA775,Desktop
Intel Pentium E5500 @ 2.80GHz,2,1041,1135,65,LGA775,Desktop
Intel Pentium E5700 @ 3.00GHz,2,1079,1182,65,LGA775,Desktop
Intel Pentium E5800 @ 3.20GHz,2,1174,1275,65,LGA775,Desktop
Intel Pentium E6300 @ 2.80GHz,2,1032,1143,65,LGA775,Desktop
Intel Pentium E6500 @ 2.93GHz,2,1165,1241,65,LGA775,Desktop
Intel Pentium E6600 @ 3.06GHz,2,1166,1222,65,LGA775,Desktop
Intel Pentium E6700 @ 3.20GHz,2,1203,1318,65,LGA775,Desktop
Intel Pentium E6800 @ 3.33GHz,2,1155,1304,65,LGA775,Desktop
Intel Core2 Duo E6300 @ 1.86GHz,2,638,691,65,"LGA775, PLGA775",Desktop
Intel Pentium E2140 @ 1.60GHz,2,539,599,65,"LGA775, PLGA775",Desktop
Intel Pentium 4 1.50GHz,1,86,228,57.8,PGA423,Desktop
Intel Pentium 4 1.70GHz,1,86,254,64,PGA423,Desktop
Intel Pentium 4 1.90GHz,1,104,292,69.2,PGA423,Desktop
Intel Pentium 4 1300MHz,1,77,203,51.6,PGA423,Desktop
Intel Pentium 4 1400MHz,1,83,180,54.7,PGA423,Desktop
Intel Pentium 4 1500MHz,1,81,223,57.8,PGA423,Desktop
Intel Pentium 4 1700MHz,1,100,266,64,PGA423,Desktop
Intel Core Duo T2050 @ 1.60GHz,2,333,498,31,PGA478,Desktop
Intel Core2 Extreme Q9300 @ 2.53GHz,4,1993,1085,45,PGA478,Desktop
Intel Pentium 4 1.60GHz,1,84,225,38,PGA478,Desktop
Intel Pentium 4 1.80GHz,1,115,318,68.1,PGA478,Desktop
Intel Pentium 4 1800MHz,1,114,317,68.1,PGA478,Desktop
Intel Pentium 4 2.00GHz,1,133,349,54.3,PGA478,Desktop
Intel Pentium 4 2.20GHz,1,157,379,57.1,PGA478,Desktop
Intel Pentium 4 2.26GHz,1,151,409,58,PGA478,Desktop
Intel Pentium 4 2.40GHz,1,131,360,59.8,PGA478,Desktop
Intel Pentium 4 2.50GHz,1,160,385,61,PGA478,Desktop
Intel Pentium 4 2.53GHz,1,162,442,61.5,PGA478,Desktop
Intel Pentium 4 2.60GHz,1,215,494,69,PGA478,Desktop
Intel Pentium 4 2.66GHz,1,157,431,66.1,PGA478,Desktop
Intel Pentium 4 2.80GHz,1,237,509,69.7,PGA478,Desktop
Intel Pentium 4 3.00GHz,1,311,524,81.9,PGA478,Desktop
Intel Pentium 4 3.06GHz,1,249,551,81.8,PGA478,Desktop
Intel Pentium 4 3.20GHz,1,330,547,82,PGA478,Desktop
Intel Pentium 4 3.40GHz,1,298,650,89,PGA478,Desktop
Mobile Intel Pentium 4 2.66GHz,1,182,425,66.1,PGA478,Desktop
Mobile Intel Pentium 4 2.80GHz,1,205,397,69.7,PGA478,Desktop
Mobile Intel Pentium 4 3.06GHz,1,220,423,81.8,PGA478,Desktop
Mobile Intel Pentium 4 3.20GHz,1,232,468,82,PGA478,Desktop
Intel Celeron D 347 @ 3.06GHz,1,232,565,86,PLGA775,Desktop
Intel Celeron D 352 @ 3.20GHz,1,274,576,86,PLGA775,Desktop
Intel Celeron D 356 @ 3.33GHz,1,251,619,86,PLGA775,Desktop
Intel Celeron D 360 @ 3.46GHz,1,372,712,65,PLGA775,Desktop
Intel Core2 Duo E6320 @ 1.86GHz,2,717,712,65,PLGA775,Desktop
Intel Core2 Duo E6420 @ 2.13GHz,2,752,781,65,PLGA775,Desktop
Intel Core2 Duo E6600 @ 2.40GHz,2,942,947,65,PLGA775,Desktop
Intel Core2 Extreme X6800 @ 2.93GHz,2,1095,1107,75,PLGA775,Desktop
Intel Pentium D 805 @ 2.66GHz,2,374,497,95,PLGA775,Desktop
Intel Pentium D 830 @ 3.00GHz,2,564,574,95,PLGA775,Desktop
Intel Pentium D 915 @ 2.80GHz,2,459,532,95,PLGA775,Desktop
Intel Pentium D 940 @ 3.20GHz,2,552,609,130,PLGA775,Desktop
Intel Pentium D 950 @ 3.40GHz,2,681,695,130,PLGA775,Desktop
Intel Pentium D 960 @ 3.60GHz,2,807,782,130,PLGA775,Desktop
Intel Pentium Extreme Edition 955 @ 3.46GHz,2,469,515,130,PLGA775,Desktop
Intel Pentium Extreme Edition 965 @ 3.73GHz,2,987,818,130,PLGA775,Desktop
Intel Celeron 1.80GHz,1,96,307,66.1,PPGA478,Desktop
Intel Celeron 2.00GHz,1,125,338,52.8,PPGA478,Desktop
Intel Celeron 2.80GHz,1,190,425,68.4,PPGA478,Desktop
Intel Core i3-2330E @ 2.20GHz,2,1823,1063,35,rPGA988,Desktop
AMD Phenom II X640 Dual-Core,2,1165,1142,45,S1,Desktop
